"CAS","SMILES","route","a_2u_nephropathy","abdominal_cavity","adipose_tissue","adrenal_gland","bladder","body_weight","bone","bone_marrow","brain","clinical_chemistry","CNS","endocrine_system","female_reproductive_organ","gall_bladder_bile_duct","haematopoiesis","Harderian_gland","heart","immune_system","intestine","kidney","liver","lymph_node","male_accessory_gland","male_reproductive_organ","mammary_gland","pancreas","pituitary_gland_hypohysis","RBC","salivary_gland","skeletal_muscle","skin_subcutaneous_tissue","spinal_cord","spleen","thymus","thyroid_gland","trachea","urinary_tract","urine_analysis","vascular_system","WBC"
51036,"c12c(cc(COCCOCCOCCCC)c(CCC)c1)OCO2","oral",0,0,0,0,0,5.5577270397,0,0,0,1.3894317599,0,0,0,0,0,0,0,0,0,1.3894317599,2.7788635199,0,0,0,0,0,0,2.7788635199,0,0,0,0,0,0,0,0,0,0,0,0
56939,"c1(CN{+}(C)(C)(C).Cl{-})ccccc1","oral",0,0,0,0,0,0.5385029618,0,0,0,0.1346257404,0.0673128702,0.1346257404,0,0,0,0,0,0,0,0,0.5385029618,0,0,0,0,0,0,0.0673128702,0,0,0,0,0,0,0,0,0,0,0,0.0673128702
58082,"C1(=O)C2=C(N(C)C(=O)N1C)NC=N2C","oral",0,0,0,0,0,1.4006900458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1014470364,0,0,0,0,0,0,0,0,0,0,0
58559,"C1(=O)C2=C(N(C)C(=O)N1C)NC=N2","oral",0,0,0,0,0,0.8325470389,0,0,0.8325470389,0,0,0,0.8325470389,0,0,0,0,0,0,0,0.4162735195,0,0,0,0,0,0,0.2081367597,0,0,0,0,0,0.8325470389,0,0,0,0,0.2081367597,0
58899,"C1(Cl)C(Cl)C(Cl)C(Cl)C(Cl)C1Cl","oral",0,0,0,0,0,0.0269481189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053896238,0.0002155849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59870,"C1(C=NNC(N)=O)=CC=C(N(=O)=O)O1","oral",0,0,0,0,0,0.2452376742,0.2452376742,0,0,0,0.9888615895,0,0.4944307947,0,0,0,0,0,0,0,0.0593316954,0,0,0.1226188371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60297,"C(C)OCC","oral",0,0,0,0,0,26.9832703724,0,0,47.2207231516,47.2207231516,0,0,0,0,0,0,47.2207231516,0,0,47.2207231516,26.9832703724,0,0,47.2207231516,0,0,0,47.2207231516,0,0,0,0,47.2207231516,0,0,0,0,0,0,0
64175,"C(C)O","oral",137.8770433592,0,0,0,0,0,0,0,0,137.8770433592,0,0,0,0,0,0,0,0,0,0,137.8770433592,0,0,0,0,0,0,137.8770433592,0,0,0,0,0,137.8770433592,0,0,0,0,0,0
67209,"C1(C=NN2C(=O)NC(=O)C2)=CC=C(N(=O)=O)O1","oral",0,0,0,0,0,0.8226949754,0,0,0,0,0,0,0.8226949754,0,0,0,0,0,0,0,1.6453899508,0,0,0.8226949754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67641,"C(C)(C)=O","oral",5.4683155885,0,0,0,0,109.3663117693,0,0,43.044077135,0,0,0,0,0,0,0,0,0,0,5.4683155885,43.044077135,0,0,109.3663117693,0,0,0,10.936631177,0,0,0,0,43.7465247076,0,0,0,0,0,0,10.936631177
67721,"C(Cl)(Cl)(Cl)C(Cl)(Cl)Cl","oral",0,0,0,0,3.1680324407,3.1680324407,0,0,3.1680324407,0,0.3970600659,0,0,0,0,0,1.5840162203,0,0,0.1985300329,0.7941201318,0,0,3.1680324407,0,0,0,0,0,0,0,0,0,3.1680324407,0,0,0,3.1680324407,0,0
74839,"CBr","oral",0,0,0,0,0,0.0042131873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5266484095,0,0,0,0,0,0,0,0,0,0,0,0
75127,"C(N)=O","oral",0,0,0,0,0,0.8880994671,0,0,0,3.5523978686,0,0,0,0,0,0,0.8880994671,0,0,0.8880994671,1.7761989343,0,0,3.5523978686,0,0,0,0.8880994671,0,0,0,0,0,3.5523978686,0,0,0,0,0,0.8880994671
75252,"C(Br)(Br)Br","oral",0,0,0,0,0,0,0,0,0,1.2566761737,0,0,0,0,0,0,0,0,0,0,0.0025133524,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025133524,0,0,0,0,0.0025133524
75274,"C(Cl)(Cl)Br","oral",0,0,0,0,0,0.9155832265,0,0,0,0,0,0,0,1.831166453,0,0,0,0,0,1.831166453,1.831166453,1.831166453,1.831166453,0,0,0,0,0,0,0,0,0,1.831166453,1.831166453,0,0,0,0,0,0
75354,"C(=C)(Cl)Cl","oral",0,0,0,0,0,2.5789147927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515782959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75650,"C(C)(C)(C)O","oral",3.3729087965,0,0,0,20.6422018349,6.7458175931,0,0,0,0,6.7458175931,0,0,0,0,0,0,0,0,3.3729087965,3.3729087965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3885590934,0,0
77098,"c1(C2(c3ccc(O)cc3)c3c(C(=O)O2)cccc3)ccc(O)cc1","oral",0,0,0,0,0,6.1550289117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9544138776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77474,"C1(Cl)C(Cl)(Cl)C(Cl)=C(Cl)C=1Cl","oral",0,0,0,0,0,0.1393115079,0,0,0,0,0.2749569234,0,0,0,0,0,0,0,0,0.1393115079,0.1393115079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77907,"C(=O)(C(CC(=O)OCCCC)(CC(=O)OCCCC)OC(C)=O)OCCCC","oral",0,0,0,0,0,0.7354037267,0,0,0,2.4819875776,0,0,0,0,0,0,0,0,0,2.4745341615,0.750310559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7354037267,0,0
77996,"C(CC)(CO)(CO)CO","oral",0,0,0,0,0,0,0,0,0,1.4903129657,0,0,0,0,0,0,0,0,0,0,4.9701937407,0,0,0,0,0,0,4.9701937407,0,0,0,0,4.9701937407,0,0,0,0,0,0,0
78422,"C(CCCC)(CC)COP(=O)(OCC(CCCC)CC)OCC(CCCC)CC","oral",0,0,0,0,0,4.601509295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78591,"C1(=O)C=C(C)CC(C)(C)C1","oral",0,0,0,0,0,1.7011767774,0,0,0,0,7.2353664713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78875,"C(C)(Cl)CCl","oral",0,0,0,0,0,4.4251703691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8503407381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79016,"C(Cl)(Cl)=CCl","oral",0,0,0,0,0,15.2218585889,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6109292945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79061,"C(N)(=O)C=C","oral",0,0,0.2813731007,0,0.2813731007,0.2813731007,0,0,0.2813731007,0,0.014068655,0,0.2813731007,0,0,0,0.2813731007,0,0,0.2813731007,0.0703432752,0,0.2813731007,0.2813731007,0,0,0,0.0703432752,0,0.2813731007,0,0,0,0.2813731007,0,0,0,0,0,0
79072,"C(N)(=O)CCl","oral",0,0,0,0,0,0.5347021709,0,0,0,0,0.5347021709,0,0,0,0,0,0,0,0,0,0,0,0,0.1336755427,0,0,0,0,0,0,0,0,0,0,0.1336755427,0,0,0,0,0
79107,"C(=O)(O)C=C","oral",0,0,0,0,0,1.3877324452,0,0,10.4079933389,3.469331113,0,0,0,0,0,0,10.4079933389,0,0,2.0815986678,10.4079933389,0,0,3.469331113,0,0,0,0,0,0,0,0,10.4079933389,0,0,0,0,3.469331113,0,0
79118,"C(=O)(O)CCl","oral",0,0,0,0,0,0,0,0,0,0.3174603175,0,0,0,0,0,0,0.3174603175,0,0,0.6349206349,0.6349206349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79345,"C(Cl)(Cl)C(Cl)Cl","oral",0,0,0,0,0,0.2383080131,1.0128090557,1.0128090557,0,0.4766160262,0,1.0128090557,1.0128090557,1.0128090557,0,0,0,0,0,0.1191540066,0.1191540066,0,1.9064641049,0.2383080131,0,0,0,0.2383080131,0,0,0,0,0.4766160262,1.9064641049,0,0,0,0,0,0.1191540066
79436,"C(=O)(O)C(Cl)Cl","oral",0,0,0,3.8777726074,0,0.9694431519,0,0,0.9694431519,0.9694431519,15.5110904297,0,0,0,0,0,0,0,0,0.9694431519,0.9694431519,0,0,3.8777726074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80057,"c1(C(C)(C)c2ccc(O)cc2)ccc(O)cc1","oral",0,0,0,0,0,0.2574791301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80079,"c1(Cl)ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1","oral",0.2263546455,0,0,0,0,0.0661652041,0,0,0,0.0069647583,0,0,0,0,0,0,0,0,0,0.2263546455,0.020894275,0,0,0.2263546455,0,0,0,0.2263546455,0,0,0,0,0,0.0661652041,0,0,0,0,0,0
81492,"c12C(=O)c3c(C(=O)c1c(N)c(Br)cc2Br)cccc3","oral",0,0,0,0,0,0.5142329414,0,0,0,0,0.5142329414,0,0,5.1423294144,0.5142329414,0,0,0,5.1423294144,0.5142329414,0.5142329414,0,0,0,0,0,0,0,0,0,0,0,0,0.5142329414,0,0,0,5.1423294144,0,0
84651,"c12C(=O)c3c(C(=O)c1cccc2)cccc3","oral",0.6483838432,0,0,0,11.2866817156,0.6483838432,0,0.6483838432,0,0.6483838432,0,5.42721291,0,0,0.6483838432,0,0,0,0,0.6483838432,0.6483838432,0,0,2.6655780222,0,0,0,0.6483838432,0,0,0,0,0.6483838432,0,1.3207819029,0,0,0.6483838432,0,0
84742,"C(=O)(c1c(C(=O)OCCCC)cccc1)OCCCC","oral",0,0,0,0,0,2.5866714568,0,0,0,0.6322974672,0,5.5326028382,0,2.5579306628,0,0,0,0,0,1.2897431292,1.2789653314,0,0,2.5866714568,0,0,0,1.2897431292,0,0,0,0,0,0,0,0,0,0,0,0
85687,"C(=O)(c1c(C(=O)OCc2ccccc2)cccc1)OCCCC","oral",0,0,0,0,0,3.0733768728,0,0,0,0,0,0,0,0,0,0,0,0,0.4834165706,1.2197464464,0.4834165706,0,0,0,0,1.2197464464,0,3.0733768728,0,0,0,0,0,0,0,0,0,1.2197464464,0,0
87627,"c1(C)c(N)c(C)ccc1","oral",0,0,0,0,0,1.3203498927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3203498927,0,0,0,0,0,0,0.3300874732,0,0,0,0,0,0,0,0,0,0,0,0.3300874732
88722,"c1(N(=O)=O)c(C)cccc1","oral",0.3208400175,0,0,0,0,0.3208400175,0,0,0,0.3208400175,0,4.9219775412,0,0,0.3208400175,0,0,0,0,0.3208400175,0.3208400175,0,0,1.3052355257,0,0,0,0.3208400175,0,0,0,0,0.6343882164,0,0,0,0,0,0,0.3208400175
88857,"c1(N(=O)=O)c(O)c(C(C)CC)cc(N(=O)=O)c1","oral",0,0,0,0,0,0.1174423788,0,0,0,0.1174423788,0,0,0,0,0,0,0.0391474596,0,0,0.0391474596,0,0,0,0.1174423788,0,0,0,0.0130491532,0,0,0,0,0.0391474596,0,0,0,0,0.0391474596,0,0
89634,"c1(N)c(N(=O)=O)cc(Cl)cc1","oral",0,0,0.2897374978,0,0,4.6357999652,0,0,0.2897374978,2.3178999826,0,0,0,0,0,0,0,0,0,0.2897374978,0.2897374978,0,0,0,0,0,0,1.1589499913,0,0,0,0,0.2897374978,0,0,0,0,0,0,1.1589499913
91156,"C(#N)c1c(C#N)cccc1","oral",0,0,0,0,0,0.195114337,0,0,0,0.195114337,0.0780457348,0,0,0,0,0,0,0,0,0.0624365878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91236,"c1(OC)c(N(=O)=O)cccc1","oral",0,0,0,0,3.0706496332,3.0706496332,0,0,0,0,0,0,9.2119488996,0,0,0,0,0,0,0.3070649633,0.1023549878,0,0,9.2119488996,0,0,0,1.0235498778,0,0,0,0,3.0706496332,9.2119488996,0,0,0,1.0235498778,0,1.0235498778
91769,"c1(-c2ccccc2)nc(N)nc(N)n1","oral",0,0,0,0.9241452991,0,0.9241452991,0,0,0,0.9241452991,0.9241452991,0,0,0,0.1014957265,0,0,0,0,0.9241452991,0.9241452991,0,0,0,0,0.9241452991,0,0,0,0,0,0,0.1014957265,0,0,0,0,0,0,0
93152,"c1(OC)c(OC)cc(CC=C)cc1","oral",0,0,0,0.5610727711,0,0.0561072771,0,0,0,0.5610727711,0,0,5.6107277114,0,0,0,0,0,0,0,0.5610727711,0,0,0.0561072771,0,0,0,0.5610727711,0.5610727711,0,0,0,0,0.0561072771,0,0,0,0,0,0
94757,"c1(OCC(=O)O)c(Cl)cc(Cl)cc1","oral",0,0,0,0.4524068042,0,0.4524068042,0,1.3572204126,0,0,0,0,1.3572204126,0,0,0,0,0,0,0.4524068042,0.4524068042,0,0,1.3572204126,0,0,0,0.4524068042,0,0,0,0,1.3572204126,1.3572204126,0.4524068042,0,0,0,0,0.4524068042
95487,"c1(O)c(C)cccc1","oral",0,0,0,0,0,10.8720818651,0,10.8720818651,10.8720818651,0,0.3236844539,1.3626342604,0,0,0,0,21.7441637302,0,0,10.8720818651,5.4360409326,0,0,21.7441637302,0,0,0,0,0,0,0,0,0,10.8720818651,0,0,0,0,0,0
95501,"c1(Cl)c(Cl)cccc1","oral",0,0,0,0,0,2.7210884354,0,0,3.4013605442,0.2040816327,0,0,3.4013605442,0,0,0,0,0,0,0.6802721088,0.6802721088,0,0,0,0,0,0,0.4081632653,0,0,0,0,2.7210884354,3.4013605442,0,0,0,3.4013605442,0,0.4081632653
95512,"c1(Cl)c(N)cccc1","oral",0,0,0,0,0,1.2542133731,0,0.6271066865,0,0.1567766716,0.6271066865,0,0,0,0.0783883358,0,0.1567766716,0,0,0.6271066865,0.6271066865,0,0,1.2542133731,0,0,0,0.0783883358,0,0,0,0,0.1567766716,0,0,0,0,0,0,0.0783883358
96184,"C(Cl)(CCl)CCl","oral",0,0,0,0,0,0.4001899206,0,0,0.1356576002,0.0997083362,0,0,0,1.0106491216,0,0,0.01017432,0,0,0.0997083362,0.0997083362,0.4001899206,0,0.4001899206,0,0,0,0,0,0,0,0,0,0,0.7664654412,0,0,0.7664654412,0,0
97994,"C1(CO)CCCO1","oral",0,0,0,0,0,2.3021604074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6738680249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98293,"C(C)(C)(C)c1cc(O)c(O)cc1","oral",0,0,0,0,0,0.8723378655,0,0,0,1.5942726507,0,3.3389483817,0,0,0,0,0,0,0,0,3.3389483817,0,0,6.0762844423,0,0,0,0.8723378655,0,0,0,0,0,0,0,0,0,0,0,0
98566,"C(F)(F)(F)c1ccc(Cl)cc1","oral",0,0,0,0.8307487816,0,2.7691626052,0,0,0,0.8307487816,0,0,0,0,0,0,0,0,0,0.0553832521,0.0553832521,0,0,0,0,0,0,0.0553832521,0,0,0,0,0,0,0,0,0,0.8307487816,0,0.0553832521
98737,"C(=O)(O)c1ccc(C(C)(C)C)cc1","oral",0,0,0,0,0,0.1739325591,0.0443247489,0,0,0.0443247489,0.4432474892,0,0,0,0,0,0,0,0,0.0443247489,0.0443247489,0,0,0.0443247489,0,0,0,4.432474892,0,0,0,0,0,0,0,0,0,4.432474892,0,0
98851,"c1(C(C)O)ccccc1","oral",0,0,0,0,0,12.2779733159,0,0,0,0,6.1389866579,0,0,0,0,0,0,0,0,0,0.7612343456,0,0,0,0,0,0,0,0,0,0,0,6.1389866579,0,0,0,0,0,0,0
99081,"c1(N(=O)=O)cc(C)ccc1","oral",0.3572030835,0,0,0,0,2.8576246678,0,0,0,1.4288123339,0,2.8576246678,5.7152493355,0,0.3572030835,0,0,0,0,0.3572030835,2.8576246678,0,0,5.7152493355,0,0,0,0.3572030835,0,0,0,0,0.3572030835,2.8576246678,0,0,0,0,0,0
99990,"c1(N(=O)=O)ccc(C)cc1","oral",0.3572030835,0,0,0,0,2.8576246678,0,0,0,0.7144061669,0,5.7152493355,0,0,0.3572030835,0,0.7144061669,0,0,0.3572030835,2.8576246678,0,0,0.7144061669,0,0,0,0.3572030835,0,0,0,0,0.3572030835,0.3572030835,0,0,0,0,0,0
100470,"C(#N)c1ccccc1","oral",0.7273079907,0,0,0,0,2.9092319628,0,0,0,0,1.4546159814,0,0,0,0,0,0,0,0,0.7273079907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100527,"c1(C=O)ccccc1","oral",0,0,0,0,0,7.538635507,0,0,7.538635507,0,0,0,0,0,0,0,0,0,0,7.538635507,7.538635507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101804,"c1(Oc2ccc(N)cc2)ccc(N)cc1","oral",0,0,0,0,0,0.1498202157,0,0,0,0,0.2497003596,0,0,0,0,0,0,0,0,0,0.4994007191,0,0.4994007191,0.4994007191,0,0,0.1498202157,0,0,0,0,0,0,0,0.1498202157,0,0,0,0,0
101906,"c1(OCC2CO2)cc(OCC2CO2)ccc1","oral",0,0,0,0,0,0.4499640029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102067,"c1(NC(=N)Nc2ccccc2)ccccc1","oral",0,0,0,0,0,0.278221757,0,1.112887028,0,0.0927405856,0.556443514,0.278221757,0.278221757,0,0,0,0.556443514,0,0,0.278221757,0.556443514,0,1.112887028,1.112887028,0,0,0,0.0927405856,0,0,0,0,0.556443514,0.556443514,0,0,0,0,0,0.0927405856
103902,"c1(O)ccc(NC(C)=O)cc1","oral",0,0,0,0,0,6.4805528658,0,0,0,0,0,0,12.9611057317,0,0,0,0,0,0,12.9611057317,6.4805528658,12.9611057317,0,6.4805528658,0,0,0,0,0,0,0,0,0,12.9611057317,0,0,0,0,0,0
105602,"C1(=O)CCCCCN1","oral",0.5920820078,0,0,0,0,5.8943089431,0,0,11.7797808413,0,0,0,0,0,0,0,0,0,0,0.5920820078,0.5920820078,0,0,5.8943089431,0,0,0,0,0,0,0,0,0,0,11.7797808413,0,0,0,0,0
106445,"c1(O)ccc(C)cc1","oral",0,0,0,0,5.5483632328,0,0,0,0,1.6182726096,1.6182726096,0,0,0,0,0,0,0,0,0,1.6182726096,0,0,0,0,0,0,1.6182726096,0,5.5483632328,0,0,0,0,0,0,0,0,0,0
106467,"c1(Cl)ccc(Cl)cc1","oral",0,0,0,0,0,2.0408163265,0,8.1632653061,0,2.0408163265,6.1224489796,0,0,0,0,0,0,0,8.1632653061,2.0408163265,6.1224489796,0,0,0,0,0,0,2.0408163265,0,0,0,0,8.1632653061,8.1632653061,0,0,0,8.1632653061,0,0
106478,"c1(Cl)ccc(N)cc1","oral",0,0,0,0,0,0.6271066865,0,0.0391941679,0.6271066865,0,0,0,0,0,0.0391941679,0,0.6271066865,0,0,0.0391941679,0.0391941679,0,0,0,0,0,0,0.0391941679,0,0,0,0,0.0391941679,0,0,0,0,0,0,0.0391941679
106876,"C1(C2CC3C(CC2)O3)CO1","oral",0,0,0,0,0,3.5668426309,0,0,7.1336852618,0,1.7834213155,0,3.5668426309,0,0,0,7.1336852618,0,0,1.7834213155,3.5668426309,0,0,3.5668426309,0,0,0,0,0,0,0,0,0,3.5668426309,0,0,0,0,0,7.1336852618
106898,"C1(CCl)CO1","oral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2701826435,0.2701826435,0,0,0,0,0,0,0.2701826435,0,0,0,0,0,0,0,0,0,0,0,0
107028,"C(=O)C=C","oral",0,0,0,0,0,0.178348493,0,0.178348493,0,0.013376137,0.0222935616,0,0,0,0,0,0.0891742465,0,0,0.178348493,0.0445871232,0,0,0,0,0,0,0.0891742465,0,0,0,0,0.178348493,0.178348493,0,0,0,0,0,0.0891742465
107062,"C(Cl)CCl","oral",0,0,0,0,0,1.2837500783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6418750392,0.6418750392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107153,"C(N)CN","oral",0,0,0,7.4376039933,0,7.4376039933,0,0,7.4376039933,1.8801996672,0,0,0,0,0,0,7.4376039933,0,0,7.8202995008,7.4376039933,0,0,0,0,0,0,0,0,0,0,0,7.8202995008,0,0,0,0,7.4376039933,0,0
107186,"C(=C)CO","oral",0,0,0,0,0,0,0,0,0,0.2066115702,0,0.4304407713,0,0,0,0,0,0,0,0,0.1033057851,0,0,0,0,0,0,0.1033057851,0,0,0,0,0,0,0,0,0,0,0,0.1033057851
107211,"C(O)CO","oral",0,0,0,0,0,50.4913806992,0,0,50.4913806992,4.0405072537,0,0,0,0,0,0,50.4913806992,0,0,15.2569679394,50.4913806992,0,0,50.4913806992,0,0,0,0,0,0,0,0,0,63.1329258405,0,0,0,0,0,9.6181730304
108316,"C1(=O)C=CC(=O)O1","oral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0197838058,6.118702835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.118702835,0,0
108394,"c1(O)cc(C)ccc1","oral",0,0,0,0,0,1.3870908082,0,0,1.3870908082,0,1.3870908082,0,0,0,0,0,0,0,0,0,1.3870908082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108429,"c1(Cl)cc(N)ccc1","oral",0,0,0,0,0,1.2542133731,0,0.3135533433,0,0.0783883358,0,0,0,0,0.0783883358,0,1.2542133731,0,0,0.3135533433,0.3135533433,0,0,1.2542133731,0,0,0,0.0783883358,0,0,0,0,0.0783883358,1.2542133731,0,0,0,0,0,0
108452,"c1(N)cc(N)ccc1","oral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166450897,0.166450897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108463,"c1(O)cc(O)ccc1","oral",0,0,0,0.2906184724,0,0,0,0,0,2.3612750885,2.3612750885,0,0,0,0,0,0,0,0,0,0.5903187721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108781,"c1(N)nc(N)nc(N)n1","oral",0,0,0,0,3.7285068572,7.4570137144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108907,"c1(Cl)ccccc1","oral",4.4420753376,0,0,0,0,2.2210376688,0,4.4420753376,0,4.4420753376,0,0,0,0,0,0,0,0,0,4.4420753376,1.1105188344,0,0,0,0,0,0,6.6631130064,0,0,0,0,0.5330490405,6.6631130064,0,0,0,4.4420753376,0,6.6631130064
108952,"c1(O)ccccc1","oral",0,0,0,0,0,13.4990869994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109693,"C(Cl)CCC","oral",0,0,0,0,0,2.7006589608,0,0,0,0,2.7006589608,0,0,0,5.4013179216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109864,"C(O)COC","oral",0,0,0,0,0,1.7739816032,7.1747700394,0.9198423127,0,0.9198423127,0.9198423127,0,3.9027595269,0,0,0,0,0,0,0,0,7.1747700394,7.1747700394,0.9198423127,0,0,0,0.9198423127,0,0,0,0,1.7739816032,0.9198423127,0,0,0,1.7739816032,0,0.9198423127
110009,"C1C=COC=1","oral",0,0,0,0,0,0.2203290247,0,0,0,0,0.8813160987,0,0.8813160987,0,0,0,0,0,0,0.2203290247,0.0587544066,0,0,0.8813160987,0,0,0,0,0,0,0,0,0,0.4406580494,0,0,0,0,0,0
110690,"C(CCC)=NO","oral",0,0,0,0,0,1.1478420569,0,2.2956841139,0,0.2869605142,0.5739210285,0,0,0,0,0,0,0,0,0,2.2956841139,6.8870523416,6.8870523416,6.8870523416,0,0,0,0.2869605142,0,0,0,0,0.5739210285,6.8870523416,0,0,0,0,0,0.2869605142
110805,"C(O)COCC","oral",0,0,0,0,0,2.2747447847,0,8.7882822903,0,2.2747447847,24.8557478917,8.7882822903,8.7882822903,0,2.2747447847,0,0,0,0,0,8.7882822903,24.8557478917,2.2747447847,2.2747447847,0,0,0,2.2747447847,24.8557478917,0,0,0,4.4385264092,2.2747447847,0,0,0,8.7882822903,0,0
110861,"c1ccccn1","oral",0.6953223767,0,0,0,0,0.6953223767,0,0,0,0.1264222503,0,1.1378002528,0,0,0,0,1.1378002528,0,0,0.6953223767,0.1264222503,0,0,0.6953223767,0,0,0,0.0632111252,0,0,0,0,0,0,0,0,0,0,0,0
110930,"C(C)(C)=CCCC(C)=O","oral",0.3961965135,0,0,0,0,7.9239302694,0,0,0,1.5847860539,7.9239302694,0,0,0,0,0,0,0,0,0.3961965135,7.9239302694,0,0,7.9239302694,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5847860539,0,0
111400,"C(N)CNCCN","oral",0,0,0,7.8352320186,0,3.9176160093,0,0,0,3.9176160093,0,0,0,0,0,0,0,0,0,3.9176160093,3.9176160093,0,0,0,0,0,0,3.9176160093,0,0,0,0,0,0,0,0,0,3.9176160093,0,3.9176160093
111466,"C(O)COCCO","oral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8269883151,28.2698831511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111488,"C(CO)SCCO","oral",0,0,0,40.9232280242,0,40.9232280242,0,0,40.9232280242,0,0,0,0,0,0,0,0,0,0,40.9232280242,40.9232280242,0,0,40.9232280242,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0923228024,0,0
111660,"C(=C)CCCCCC","oral",0,0,0,0,0,0,0,0,0,4.4555337729,0,0,0,0,0,0,0,0,0,4.4555337729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4555337729,0,0
